challenge_id,type,type_composite,start,end,achievement_type
57afd32f-b30c-11e8-8c46-0cc47aa52681,WORK_WEEK,WORK_WEEK,2018-09-10T05:00:00.000+00:00,2018-09-15T05:00:00.000+00:00,
