challenge_id,type,type_composite,start,end,achievement_type
3fcfb5f4-c886-11e8-a541-0cc47aa52321,WEEKEND,WEEKEND,2018-10-06T05:00:00.000+00:00,2018-10-08T05:00:00.000+00:00,
