challenge_id,type,type_composite,start,end,achievement_type
3bc6b09f-c886-11e8-8690-0cc47aa425b1,WORK_WEEK,WORK_WEEK,2018-10-08T05:00:00.000+00:00,2018-10-13T05:00:00.000+00:00,
