challenge_id,type,type_composite,start,end,achievement_type
072539aa-cf30-11e8-b2f3-0cc47aa52545,WORK_WEEK,WORK_WEEK,2018-10-15T05:00:00.000+00:00,2018-10-20T05:00:00.000+00:00,
