challenge_id,type,type_composite,start,end,achievement_type
66f4f93e-b30c-11e8-a44e-0cc47aa525d9,WEEKEND,WEEKEND,2018-09-08T05:00:00.000+00:00,2018-09-10T05:00:00.000+00:00,
