challenge_id,type,type_composite,start,end,achievement_type
0e93d82a-cf30-11e8-ad9f-0cc47aa51245,WEEKEND,WEEKEND,2018-10-13T05:00:00.000+00:00,2018-10-15T05:00:00.000+00:00,PERSONAL_RECORD
